kk0255,내 운명 피하고 싶어,박은태,뮤지컬,2010,뮤지컬 모차르트! OST,Sylvester Levay,Sylvester Levay,대한민국,한국어,4:04
kk0255,Gethsemane,박은태,뮤지컬,2015,뮤지컬 지저스 크라이스트 수퍼스타 OST,Andrew Lloyd Webber,Andrew Lloyd Webber,대한민국,한국어,6:01
kk0255,4 Walls,f(x),일렉트로니카,2015,4 Walls - The 4th Album,LDN Noise,LDN Noise,대한민국,한국어,3:27
kus9033,봄을 노래하다,40,R&B / 어반,2013,April's Spring,40,,대한민국,한국어,3:44
kus9033,오늘은 가지마,임세준&벤,발라드,2016,오늘은 가지마,임세준,,대한민국,한국어,4:03
kus9033,웅크려 앉아,페이퍼컷 프로젝트,"인디뮤직, 팝락",2014,1892014,,,대한민국,한국어,4:44
kus9033,삐에로는 우릴 보고 웃지,아이유,발라드,2014,꽃갈피,,,대한민국,한국어,3:53
kus9033,함께,노을,발라드,2015,응답하라 1988 Part.7,,,대한민국,한국어,4:32
kus9033,내가 저지른 사랑,임창정,발라드,2016,I'M,,,대한민국,한국어,4:01
kus9033,슬픈 인연,박윤하,발라드,2014,K팝 스타 시즌4,,,대한민국,한국어,2:26
kus9033,If Only,나윤건,발라드,2014,If only,,,대한민국,한국어,4:02
kus9033,I Want You Back,허각,발라드,2015,사월의 눈,,,대한민국,한국어,3:30
kus9033,가을비 내리는 밤에,11시 11분,인디뮤직,2014,가을비,,,대한민국,한국어,4:27
minjoo,yesterday,비틀즈,발라드,1965,Help!,McCartney,Lennon-McCartney,미국,영어,2:03
minjoo,baba yetu,크리스토퍼 틴,게임ost,2009,calling all dawns,크리스토퍼 틴,,미국,스와힐리어,3:30
minjoo,남촌,박재란,가곡,1965,,김동현,,대한민국,한국어,3:46
minjoo,stronger than you,에스텔,일렉트로닉,2015,,레베카 슈거,,미국,영어,2:57
minjoo,river flows in you,,뉴에이지,2001,frist love,이루마,,대한민국,,3:10
minjoo,you raise me up,웨스트라이프,팝,2005,face to face,웨스트라이프,,영국,영어,4:00
